customer_id,age,monthly_income,loan_amount,emi_total,years_with_company,monthly_transactions,credit_score,credit_utilization,late_payment_count,savings_amount,avg_account_balance,emi_paid
C5646,45,238584,1486468,50,1,104,564,67,0,708524,1225370,40
C5647,51,25497,1994841,103,7,115,697,68,11,980271,460833,94
C5648,42,158206,890923,44,11,59,758,17,3,660709,279937,32
C5649,22,174905,1506422,77,4,40,847,46,4,661311,218880,70
C5650,25,227020,1133065,116,9,53,659,49,6,694377,1359804,112
C5651,47,188738,527162,90,2,50,765,68,2,40612,838316,82
C5652,45,212672,1416521,114,11,98,564,64,9,891953,569644,112
C5653,28,94828,1669932,82,2,74,824,40,9,10321,1412559,81
C5654,21,117923,165874,95,10,39,690,36,1,115685,449897,91
C5655,40,122362,1902542,24,2,98,710,21,5,834733,883515,15
C5656,64,156098,831114,107,10,18,665,30,6,977676,920512,102
C5657,43,37108,758724,40,12,41,899,59,4,80338,1395750,33
C5658,52,149597,1788133,79,10,96,684,17,8,585763,238668,71
C5659,31,39470,1820120,94,13,44,593,47,6,440017,743085,94
C5660,59,54785,369231,21,8,56,823,28,4,507553,1190921,16
C5661,44,158325,1655987,111,2,45,783,93,4,283469,1306600,101
C5662,31,220610,839255,87,4,9,787,44,6,985456,471317,80
C5663,49,220961,1237805,69,10,25,853,85,11,117543,924439,68
C5664,46,45026,300878,97,11,59,866,41,11,382252,353026,91
C5665,36,208879,1900589,38,1,53,881,51,3,866852,881783,37
C5666,55,218950,1466567,110,4,65,711,70,1,803147,1204864,102
C5667,40,200330,1781897,69,6,10,634,73,8,582208,285733,59
C5668,23,202219,438990,115,6,118,579,81,9,511403,1378481,113
C5669,21,70417,1864366,92,3,55,629,77,0,650290,660959,89
C5670,21,132779,1791973,81,12,65,736,74,1,588399,1307962,78
C5671,37,157158,1776699,56,9,66,606,48,4,828585,1418813,46
C5672,22,180478,1036974,61,5,28,724,37,7,144613,1012659,50
C5673,49,125319,894967,59,9,56,746,54,2,10458,550527,50
C5674,40,111987,1644862,54,13,20,641,24,6,839955,845384,42
C5675,26,100443,831723,25,2,11,644,54,1,282610,1121321,14
C5676,28,228731,581373,108,3,46,569,61,10,404188,914173,98
C5677,49,137238,373652,55,12,94,886,84,5,220511,201994,51
C5678,53,116838,490016,39,7,25,835,56,6,206101,1215365,34
C5679,23,163156,132186,72,5,52,713,45,7,565265,588822,64
C5680,55,148787,909285,49,14,64,627,28,5,758319,785441,48
C5681,25,110383,407166,82,12,86,790,36,8,116152,799729,70
C5682,47,78493,199336,86,9,21,574,21,1,284821,1476028,86
C5683,64,47805,1968476,44,2,25,850,64,8,424010,897280,33
C5684,32,86786,1393869,78,9,56,717,20,1,855009,484304,70
C5685,40,39248,739763,33,13,10,615,92,7,235629,414426,29
C5686,40,226075,1291461,24,11,23,899,48,2,388144,627575,17
C5687,29,181456,1025532,104,13,70,831,10,1,546287,1445993,94
C5688,59,158968,1865033,17,8,23,619,60,1,147283,1483718,8
C5689,24,166434,1633340,75,5,26,843,19,11,627400,232444,66
C5690,39,110048,487834,117,14,84,632,54,9,371257,507126,113
C5691,58,111175,896148,65,1,29,632,87,3,181903,556440,64
C5692,47,212104,770760,114,13,48,604,59,2,285459,1481232,107
C5693,63,86022,511389,54,11,15,606,45,11,323881,779227,44
C5694,33,108254,1146469,66,10,80,875,77,3,561223,39614,62
C5695,33,115629,842002,39,1,32,642,92,9,276778,875827,27
C5696,42,245070,1661682,69,13,70,691,39,10,634123,810300,61
C5697,48,239280,166639,26,12,42,751,47,2,74914,1329161,24
C5698,42,165009,338165,35,7,80,895,35,10,517529,759519,30
C5699,63,72391,1776265,118,2,29,791,30,7,572218,1104627,107
C5700,39,136011,738039,101,1,6,608,92,8,912892,595157,95
C5701,28,112567,1554471,73,11,37,857,85,10,639578,628674,73
C5702,28,194768,1881643,76,3,17,841,36,5,684057,35774,74
C5703,62,210026,1934180,37,2,60,751,85,7,611834,954391,34
C5704,46,238689,1307776,106,3,56,831,80,7,115069,83138,94
C5705,46,36226,1192112,72,9,49,559,50,6,851590,304743,63
C5706,43,41858,1504683,98,9,54,608,26,9,834122,298742,94
C5707,63,212920,1867382,107,14,63,613,82,4,628468,701409,95
C5708,33,137493,1591105,119,9,68,887,67,4,846839,146643,108
C5709,48,195372,188851,12,6,92,561,90,6,298011,698952,7
C5710,29,197542,1145945,93,13,88,754,87,8,948915,1274379,91
C5711,40,181185,1269556,92,11,88,681,42,2,984380,173339,89
C5712,39,208168,104439,57,13,51,784,20,5,781723,1158843,52
C5713,59,47016,1681289,119,3,16,705,31,5,168101,421634,115
C5714,32,226992,1248680,103,6,111,857,32,11,768169,396386,97
C5715,35,173822,244220,12,11,49,847,46,2,369863,1262886,4
C5716,51,42445,1696224,62,3,41,576,59,11,590852,351494,52
C5717,34,191147,458184,47,8,111,705,86,4,393223,1332533,35
C5718,31,41691,497220,80,12,117,676,68,5,946150,321046,80
C5719,46,119610,881811,80,5,119,559,90,1,185013,523290,79
C5720,62,230796,677977,77,2,12,577,57,0,343055,1264372,74
C5721,47,181932,230084,86,5,104,653,10,0,927113,821287,79
C5722,31,186243,341901,110,14,116,808,87,3,439329,1033303,98
C5723,58,185493,1407912,41,3,114,564,52,6,464270,777328,30
C5724,54,67089,1223919,107,2,101,774,18,0,270365,413276,96
C5725,63,188062,833943,19,10,35,886,56,6,465279,1034690,17
C5726,39,90839,1441273,13,10,106,794,39,5,407719,1145207,6
C5727,26,31486,1389052,111,8,33,832,41,6,334656,562769,111
C5728,58,227174,243611,114,12,22,649,54,3,315949,1270707,110
C5729,62,243149,363748,36,9,60,636,65,6,96745,564583,32
C5730,48,225499,1891516,30,3,24,860,41,4,41321,1062975,28
C5731,21,165118,504554,82,11,112,833,23,4,945673,1378528,75
C5732,55,185813,1012431,115,13,76,832,16,3,804400,1010492,115
C5733,60,215161,61933,25,10,108,632,70,1,367353,949927,24
C5734,28,30724,1503897,15,4,119,623,19,3,13113,254609,6
C5735,27,204419,992464,57,7,50,627,92,6,88442,1065200,48
C5736,31,154279,103256,44,7,105,655,87,1,273246,916022,41
C5737,59,178736,1892544,48,2,92,550,91,11,605983,1271350,43
C5738,24,95886,1907844,118,13,5,871,84,2,114241,762374,117
C5739,45,235633,52217,41,1,62,695,35,5,442880,1208495,36
C5740,32,118761,525282,95,3,71,651,50,1,317654,1047031,92
C5741,46,165236,1126741,89,2,106,598,64,10,230050,1116444,83
C5742,58,230978,527062,38,8,79,765,87,3,47137,436257,38
C5743,32,139166,512506,24,11,46,890,33,9,126399,392270,13
C5744,63,57872,1270687,82,5,108,646,18,8,530217,27147,80
C5745,57,246438,1390195,93,14,109,849,48,3,910737,272462,86
C5746,44,245563,777491,49,9,107,781,86,11,502613,635430,41
C5747,36,215951,274721,63,7,47,561,72,6,701049,1498603,51
C5748,33,72037,1223215,114,12,7,711,17,1,389036,1035606,102
C5749,45,47985,836271,84,1,25,574,88,11,97741,937975,72
C5750,24,113591,1115937,98,6,73,735,59,11,880916,674275,86
C5751,31,246774,956022,106,4,69,609,48,5,715078,1082369,98
C5752,52,82868,981370,77,10,114,850,36,4,512057,990172,74
C5753,27,233997,678644,51,14,82,644,53,4,395724,684741,49
C5754,31,44347,1117764,49,1,118,681,51,10,412837,955492,48
C5755,48,66623,631019,52,2,72,861,12,11,711052,1041712,42
C5756,61,41360,1157505,114,1,23,702,50,8,940687,986076,103
C5757,43,39214,578678,16,10,51,605,62,3,774968,319685,10
C5758,43,183294,1304529,75,5,24,711,35,6,610822,682711,70
C5759,48,97279,1497804,67,5,116,647,92,3,665182,741002,64
C5760,63,59303,1301067,98,4,11,608,36,8,432781,1478130,94
C5761,46,39698,1415156,60,1,64,714,14,6,86440,30898,55
C5762,45,185674,1074612,70,14,52,715,42,9,432043,410506,65
C5763,49,141544,1126082,107,1,13,803,62,6,915877,36386,95
C5764,39,39947,703761,50,14,107,850,89,9,76547,705475,43
C5765,53,77338,944738,91,12,38,625,34,4,530704,779729,84
C5766,56,191609,921930,66,14,46,744,51,9,669488,926226,55
C5767,34,47469,70548,86,7,17,553,60,3,666170,724689,86
C5768,34,162558,1103227,89,10,72,597,57,8,503944,268734,88
C5769,55,97777,118492,75,9,40,685,56,6,606935,169238,74
C5770,50,44371,1989093,14,7,23,874,57,6,657645,295077,12
C5771,48,188596,1258819,19,4,85,700,76,11,855269,125869,14
C5772,37,152953,806870,90,4,64,588,58,2,763866,884607,85
C5773,23,90101,1540817,84,9,93,627,86,0,772436,1113690,78
C5774,36,47474,1214093,27,11,18,824,31,5,236116,242518,23
C5775,50,103203,283973,37,6,9,864,75,9,745693,425438,32
C5776,49,235409,1599261,43,10,109,606,55,5,297156,1020880,31
C5777,35,132644,1847464,93,11,114,698,47,2,384224,1278349,91
C5778,45,203213,1484329,19,11,11,688,89,5,679290,80417,14
C5779,58,140468,272084,114,14,82,713,61,7,211970,1116886,112
C5780,62,29405,640483,71,2,101,846,74,3,12246,700253,69
C5781,58,27153,1368525,107,13,80,560,17,3,205750,1147504,106
C5782,43,50131,1427016,85,1,56,638,92,3,114861,1034955,74
C5783,45,44680,1719173,23,6,8,573,73,5,697400,202455,17
C5784,62,241305,1467547,87,12,56,880,22,10,84764,661104,85
C5785,27,209716,1001230,70,1,60,849,59,2,545011,1476094,68
C5786,42,125887,1454323,70,3,10,787,37,5,730933,108281,67
C5787,37,184355,1141294,85,6,69,637,17,6,545247,1463073,85
C5788,38,126347,481824,45,13,88,566,57,8,416727,1100562,44
C5789,61,85357,564703,41,5,94,609,54,3,54616,567762,38
C5790,30,243971,379535,55,9,111,586,20,9,366451,215628,47
C5791,30,140857,143321,106,6,91,671,20,2,149458,537141,102
C5792,27,44646,787634,49,3,80,695,49,6,290211,655370,49
C5793,58,195876,1169733,36,10,17,766,94,1,320300,73470,35
C5794,47,41036,674864,35,4,63,857,42,8,84603,446788,23
C5795,53,31726,1553845,108,5,61,557,25,10,675161,1238140,96
C5796,21,127326,1938354,72,4,86,741,49,5,572461,1142435,67
C5797,64,197232,1080450,20,3,99,844,14,8,821082,1450889,11
C5798,54,174346,1594986,100,9,50,885,40,7,521473,79630,90
C5799,24,115123,142550,95,11,118,578,87,1,63179,1436858,91
C5800,37,243163,1691562,59,13,57,878,73,0,521962,306553,53
C5801,24,166240,1184376,92,9,32,627,55,7,852967,73378,81
C5802,63,40103,1727685,63,12,73,760,79,11,721146,371663,55
C5803,46,116437,255003,81,5,43,871,37,7,274334,1177886,69
C5804,24,186639,1413837,75,1,24,824,27,9,402217,1157964,67
C5805,21,151251,1681981,47,1,24,743,31,3,482166,502752,41
C5806,27,234815,902576,116,12,102,765,79,7,628536,350661,113
C5807,50,129968,1781192,31,14,54,605,85,8,316790,1474965,27
C5808,29,48691,1893084,101,7,18,690,60,3,509186,459252,101
C5809,55,145931,346052,115,3,19,806,13,3,159444,1022321,111
C5810,28,94092,1373073,61,8,40,692,88,4,16840,144120,49
C5811,44,196144,928722,23,6,34,629,33,9,433789,1325403,18
C5812,39,79118,513748,18,6,22,556,25,8,509895,816237,18
C5813,56,58133,530059,51,6,102,887,51,7,393815,1313363,43
C5814,63,40893,1631037,105,6,30,769,76,5,684575,298071,104
C5815,47,106402,220075,97,3,104,740,33,3,306638,1444426,89
C5816,52,156728,55196,53,6,115,828,69,8,938721,166948,45
C5817,34,66120,188989,104,3,112,606,60,10,871812,1355890,98
C5818,38,105632,1164850,97,5,87,828,65,10,87998,402866,88
C5819,48,82518,785079,99,1,68,829,89,11,708755,258104,93
C5820,49,237055,1056911,78,2,110,890,91,1,217909,274137,73
C5821,36,44854,978396,61,2,72,891,39,2,702133,732155,49
C5822,55,209284,1686405,52,12,110,767,10,9,801846,1066769,41
C5823,51,243591,479707,35,9,95,585,85,4,165166,909343,31
C5824,24,74696,663520,101,5,59,748,12,10,31974,212592,94
C5825,57,102582,658934,80,1,71,605,15,1,880928,787307,77
C5826,37,129730,780197,24,12,117,630,69,10,328952,296084,18
C5827,59,125065,757724,112,2,48,667,38,11,280044,1290860,104
C5828,46,222564,1907580,97,13,63,688,59,5,920605,870930,87
C5829,59,82795,539087,45,6,16,860,69,0,16713,178370,37
C5830,61,49560,336565,114,6,40,574,12,3,260481,1265688,109
C5831,24,114711,52164,14,2,107,590,10,1,493925,1073422,10
C5832,50,131577,1467362,107,3,6,853,84,5,223142,768378,98
C5833,50,140924,1340199,99,4,46,600,86,10,43492,797326,94
C5834,42,242903,1727970,84,10,38,557,44,4,146077,56296,83
C5835,31,105391,1677156,14,13,106,755,72,4,984103,1112643,14
C5836,22,145965,382311,97,1,35,853,50,0,77443,233946,94
C5837,64,140134,1331181,35,12,73,563,73,11,769849,586611,31
C5838,32,207389,1161515,113,10,24,700,94,9,935097,1451380,108
C5839,50,239611,1742719,85,11,42,582,39,5,984138,145384,79
C5840,56,151194,1250546,46,2,79,664,94,7,957933,1382667,43
C5841,38,234644,153533,31,7,99,759,52,4,754149,35080,24
C5842,46,132669,1523524,116,6,93,671,20,11,199484,783137,108
C5843,27,104380,1093002,55,5,8,882,69,3,679044,757942,54
C5844,21,25645,1029941,87,8,89,659,74,5,297965,737593,85
C5845,46,58146,168288,59,3,66,573,83,6,457655,1362165,54
C5846,43,195949,269617,54,14,109,869,11,4,860966,1183004,44
C5847,46,154548,356742,87,11,5,791,41,4,489576,382752,75
C5848,26,208808,1081304,92,12,46,787,67,3,14271,808206,88
C5849,26,200765,1759132,79,13,55,725,91,11,241190,885213,78
C5850,64,108060,167005,117,8,117,795,90,8,546240,273186,113
C5851,28,176191,870121,83,5,41,783,49,10,851467,219296,71
C5852,44,72679,136707,82,11,47,872,60,7,529842,485014,74
C5853,42,248197,1423268,66,9,96,889,80,7,457275,1201333,59
C5854,39,107581,1586811,93,9,66,680,66,2,595055,241493,83
C5855,57,145124,995619,37,12,55,778,45,3,611526,622911,32
C5856,38,38163,268762,42,12,57,672,16,9,322508,47693,32
C5857,51,246195,1086082,65,7,5,650,57,10,925126,1293163,56
C5858,57,243201,1204729,67,12,68,609,66,1,917302,397109,56
C5859,50,123691,1283137,67,12,20,783,14,3,228228,1296426,65
C5860,62,55802,398093,64,3,6,681,93,2,950355,1249236,62
C5861,53,77175,1462002,83,4,6,727,28,5,48187,1034596,82
C5862,30,35111,583567,72,6,111,650,60,5,144249,741683,63
C5863,57,135987,702527,45,1,62,869,51,10,997787,955448,36
C5864,32,216008,1585070,57,2,21,654,15,2,585208,462521,46
C5865,50,90526,1006049,91,6,90,585,58,3,564293,475907,79
C5866,47,150588,1121501,95,14,84,794,39,8,170020,607493,91
C5867,59,46119,1253063,85,9,81,606,73,3,796119,922490,74
C5868,29,115211,579860,61,4,11,839,66,11,733509,625751,57
C5869,41,217968,1313760,80,3,118,636,37,11,341486,41237,72
C5870,32,151956,820964,22,8,66,566,59,3,780312,1172100,19
C5871,49,191611,1176797,113,13,21,614,20,1,263442,455520,110
C5872,53,127473,734802,114,7,25,633,28,0,488101,1335438,108
C5873,63,245255,1447406,97,2,99,649,16,6,181570,1135740,93
C5874,35,80387,211496,86,10,83,704,26,11,66638,865615,78
C5875,22,248561,1202302,29,14,68,787,21,5,520029,329185,21
C5876,59,198895,1975547,93,12,47,819,29,1,749267,717685,85
C5877,64,94555,986976,42,4,91,775,80,7,855254,1264863,41
C5878,38,111190,1360681,95,10,57,895,70,1,72593,1467374,94
C5879,23,72418,512928,73,6,45,644,66,2,498519,1095731,68
C5880,27,118870,781319,34,11,114,807,45,2,448498,989191,26
C5881,63,73695,875810,115,2,30,658,16,0,613222,171091,107
C5882,38,218008,1621098,64,6,98,798,93,7,572334,954029,58
C5883,64,153268,1204118,73,11,79,705,37,10,161750,1445254,65
C5884,58,136019,72617,85,9,106,571,59,8,309445,110744,75
C5885,57,172490,1943060,28,4,30,859,64,8,532114,410122,27
C5886,53,51742,376273,52,14,74,813,77,0,456788,1187965,48
C5887,64,235290,987551,19,11,114,792,47,10,732137,1152987,9
C5888,51,73028,1067789,42,10,71,853,18,10,923631,1024128,38
C5889,31,135135,166076,60,7,119,736,45,1,623883,430473,51
C5890,24,102700,1025050,68,9,93,635,72,10,13800,368219,57
C5891,38,32618,1151030,59,8,109,806,52,6,764622,99448,57
C5892,24,93916,1652134,64,2,83,662,45,8,126519,1064004,57
C5893,54,79628,1802802,73,14,63,733,37,5,334513,174982,61
C5894,49,245535,496469,115,9,25,670,70,2,934048,740219,109
C5895,44,105699,486580,101,8,46,674,90,11,168354,883623,89
C5896,42,110096,422160,117,5,74,629,89,10,686663,1328960,106
C5897,22,39725,164400,119,9,27,690,15,7,400906,10084,117
C5898,64,197207,577505,61,6,61,837,52,4,641393,1339757,53
C5899,26,141841,1043334,66,11,57,698,19,9,951832,1165155,56
C5900,62,95223,964498,20,13,80,765,70,0,978819,174378,17
C5901,45,136778,1497608,43,14,31,672,60,4,57945,483875,41
C5902,41,202041,1401826,98,9,66,620,28,6,262449,1022120,97
C5903,36,92122,1267097,107,9,83,663,75,5,263036,669843,96
C5904,51,33056,698147,68,3,76,657,66,1,961309,100935,68
C5905,34,136894,1425882,111,7,29,877,52,9,888784,632815,100
C5906,59,95958,665135,16,4,47,819,67,2,347761,324907,9
C5907,48,241650,1327159,76,4,52,889,53,1,766317,1460157,73
C5908,52,216418,1442083,61,14,65,865,30,4,605966,1103960,60
C5909,48,157024,1669039,106,7,23,615,40,7,633508,282171,100
C5910,29,142559,188730,74,6,39,755,87,9,936367,1419481,63
C5911,42,37521,645876,106,4,25,776,59,6,826481,769891,95
C5912,52,35906,902821,69,5,22,766,24,6,758797,1349347,64
C5913,25,93514,640071,68,6,97,660,23,5,118426,915063,68
C5914,43,154160,437203,20,4,95,695,29,0,777076,1193794,10
C5915,25,67769,620892,108,13,44,653,55,0,210765,208116,105
C5916,62,187347,1834901,110,8,78,685,58,3,705322,440768,100
C5917,52,68766,203948,37,4,57,747,52,7,206621,1340814,30
C5918,30,153148,1791241,74,11,9,833,74,0,398278,647869,63
C5919,59,37343,1961039,77,13,26,878,59,4,695403,833155,76
C5920,35,233559,1534161,45,12,60,574,86,5,439936,624345,36
C5921,27,105227,1715528,92,10,18,821,31,0,218503,279560,92
C5922,49,233128,520715,17,4,44,633,75,11,8766,1489250,11
C5923,23,142658,702888,112,10,5,620,61,10,779357,612615,100
C5924,39,101862,1953007,73,10,81,823,18,6,717947,556335,71
C5925,30,55521,720014,106,1,31,696,67,3,188491,1157452,95
C5926,48,156877,430569,103,6,53,807,31,7,641604,1114246,93
C5927,49,191940,1697577,96,12,116,898,27,9,924368,1238527,93
C5928,35,190415,1554229,86,1,62,769,49,8,330110,208420,84
C5929,55,233530,1153509,52,9,85,884,63,2,305330,1050703,44
C5930,26,230399,1487654,65,5,76,732,26,9,623248,30393,63
C5931,32,191455,245715,47,2,96,643,93,3,83918,904941,46
C5932,58,40040,548831,114,9,30,745,14,5,982280,527916,114
C5933,33,181259,596038,102,8,24,813,11,9,262412,732883,98
C5934,49,87678,1953678,95,4,87,760,23,1,249135,1343033,95
C5935,39,121396,1037040,95,3,18,878,84,4,265677,973055,92
C5936,23,182597,502492,13,4,118,656,23,0,654585,1082045,3
C5937,28,63394,983677,112,10,29,673,11,2,306861,536793,100
C5938,28,115672,713030,38,13,40,867,63,9,583729,189225,35
C5939,40,134042,827451,29,4,32,748,34,3,583263,1474971,25
C5940,24,107546,1698012,88,12,12,791,19,6,658006,724085,77
C5941,41,88989,1016778,93,14,53,809,78,9,532935,995494,92
C5942,23,64652,625757,22,9,101,711,88,1,762377,425282,19
C5943,28,141298,1121833,89,6,10,623,80,5,736949,605179,79
C5944,43,134758,1350821,55,4,93,585,88,0,823497,141542,53
C5945,36,102510,484861,15,2,5,784,44,5,746592,1027049,9
C5946,33,230474,1165773,114,11,98,617,75,0,381726,1054688,110
C5947,23,205272,1761418,88,9,9,840,86,4,511804,1104662,77
C5948,29,141074,1511051,94,7,77,833,64,1,665475,595629,82
C5949,34,108822,242048,54,12,12,571,84,5,709777,457021,49
C5950,33,144410,144543,50,11,92,802,22,8,290900,1262514,41
C5951,27,171087,1973819,70,12,93,607,36,0,974680,953861,68
C5952,35,85911,1717932,36,5,45,600,78,1,82891,1499996,25
C5953,27,117206,1831564,90,2,76,831,78,9,503546,326806,87
C5954,58,81221,900175,95,13,106,683,91,3,64883,935532,84
C5955,54,176767,462438,92,1,89,573,25,0,710984,488820,81
C5956,61,49805,1315028,66,7,23,617,86,2,251793,765948,58
C5957,42,49190,1662884,76,3,7,851,91,5,263409,1059273,65
C5958,44,146154,1728967,104,8,43,757,60,6,507479,1108828,98
C5959,57,32997,764623,119,13,20,586,15,2,391082,783639,108
C5960,64,134988,1878913,94,4,69,873,34,0,219452,273111,90
C5961,21,178824,522227,105,5,78,673,62,10,526243,614774,93
C5962,30,174141,436195,36,14,74,709,81,9,31595,1497101,24
C5963,63,149190,411002,103,3,73,603,68,7,79849,149551,97
C5964,36,217557,1896407,48,7,21,732,94,3,708775,691460,36
C5965,28,213363,1270341,117,4,25,634,76,3,429891,508705,116
C5966,45,55508,1454121,86,1,97,885,49,6,620437,474211,79
C5967,32,112053,890185,91,5,66,589,45,5,738701,810839,82
C5968,45,207646,969320,93,2,35,796,75,10,86427,1304540,82
C5969,37,207974,1171651,116,7,7,746,15,5,562599,1080422,107
C5970,46,87426,1801273,65,11,42,852,67,7,295704,783619,58
C5971,34,164596,1556054,84,2,64,584,65,10,85044,511315,81
C5972,61,35071,393154,39,14,96,853,82,2,822879,1496076,30
C5973,56,129613,305829,102,4,96,831,47,4,378628,1318397,98
C5974,43,66466,1934348,63,2,69,834,64,2,462947,159350,58
C5975,63,111132,362736,75,7,80,564,59,9,142598,81700,72
C5976,26,206166,346132,49,11,20,886,10,0,358698,989841,42
C5977,25,148515,167285,55,3,93,685,29,7,502578,153130,48
C5978,63,231389,1580379,98,2,86,590,57,3,908163,1216318,96
C5979,45,65239,1505739,118,2,12,552,66,6,169457,72608,111
C5980,38,203632,683652,73,12,74,710,45,6,857159,1408152,73
C5981,33,70924,1895261,97,2,55,885,51,3,244086,518230,89
C5982,63,210614,1521430,79,11,54,577,43,8,47571,1336538,78
C5983,34,133230,413355,107,6,77,738,81,1,163089,976557,105
C5984,48,248447,956803,99,8,22,784,87,9,748048,1043066,88
C5985,38,74264,327748,49,7,98,863,61,2,562293,331672,42
C5986,48,92799,346627,61,14,88,573,77,7,768775,608999,57
C5987,47,246610,1572989,72,10,86,649,55,1,66736,555821,63
C5988,52,63022,1470751,39,1,105,879,69,10,888371,1388515,34
C5989,29,116178,1243896,81,3,33,855,23,5,364827,233185,73
C5990,60,191651,877009,108,11,79,726,90,10,282483,502945,105
C5991,52,37571,539904,42,8,86,749,55,4,625124,549048,33
C5992,40,107753,1836467,68,12,37,773,34,7,6947,581322,62
C5993,48,73225,519453,21,8,7,805,58,2,573375,246680,15
C5994,53,32227,77501,23,12,96,817,92,9,13805,299223,20
C5995,24,66189,1363390,18,13,9,596,55,1,544776,763086,7
C5996,54,170279,1815374,99,12,84,738,79,2,530345,944657,96
C5997,23,103208,327279,39,9,63,704,70,0,815243,733578,30
C5998,46,78406,1452459,86,12,8,887,24,2,298144,979298,83
C5999,28,197855,1673627,107,7,22,869,82,4,115922,1422968,95
C6000,26,125822,894492,31,5,31,758,87,3,444586,640022,31
C6001,36,110587,226661,103,3,22,761,85,6,770347,613976,95
C6002,44,184951,1533433,76,8,70,727,78,1,528650,264562,75
C6003,59,53845,1306815,38,12,10,625,72,8,251377,634075,33
C6004,50,35015,614220,27,5,116,719,66,0,778540,1372322,19
C6005,33,132600,1441772,47,12,103,720,11,8,595289,1250652,47
C6006,25,239033,736813,81,12,87,666,54,11,423315,634876,69
C6007,45,177568,1335582,21,11,97,770,62,9,853873,1311131,12
C6008,40,156779,834231,114,5,15,658,56,6,121632,830043,111
C6009,38,147146,489875,55,8,42,726,30,8,185894,1477894,48
C6010,38,173839,87024,30,8,69,885,14,1,429326,1421146,18
C6011,22,51467,922621,85,8,63,817,43,9,142335,102469,83
C6012,30,108222,1605336,101,4,58,558,49,11,941792,1297612,94
C6013,32,32118,1476930,109,3,25,726,68,5,520448,232841,99
C6014,33,88884,524661,116,6,103,666,50,11,709642,1274306,113
C6015,31,167285,1821545,76,5,12,595,18,5,670825,295202,69
C6016,39,122021,297549,85,10,71,612,69,11,343361,172121,75
C6017,55,237109,209223,73,5,19,817,44,3,156993,22098,64
C6018,59,164940,872570,44,12,85,891,90,3,306735,918778,34
C6019,46,76716,249092,101,12,96,654,84,10,698562,788061,90
C6020,34,151202,1600106,109,5,118,572,20,5,669124,1224608,106
C6021,64,67523,1924678,48,3,65,886,42,10,505920,151956,39
C6022,44,59028,559962,24,7,104,888,24,9,744787,1292448,16
C6023,61,142891,745533,113,5,55,883,78,5,426744,1412314,108
C6024,21,166617,282042,105,4,45,775,73,4,183136,1369932,104
C6025,63,25357,1607913,99,4,82,769,57,1,132208,1293158,94
C6026,42,177860,1126557,117,7,116,702,58,1,122325,31166,112
C6027,43,126538,315528,109,1,21,782,49,0,821922,118288,97
C6028,39,147771,372560,48,8,43,719,20,9,375981,893321,43
C6029,38,172874,1049946,30,11,24,665,70,11,462283,52977,24
C6030,32,147594,1954727,77,1,43,874,28,5,119787,733854,70
C6031,48,210811,1453121,41,6,74,868,40,11,663035,886263,31
C6032,48,152617,1048384,97,4,74,857,39,5,473394,508999,97
C6033,53,241947,436179,43,11,81,703,28,0,317097,923679,43
C6034,39,26593,411045,44,7,39,581,89,2,542020,581157,39
C6035,48,29602,1981262,51,11,103,697,67,10,886387,339206,41
C6036,57,137273,1862077,26,11,114,680,30,2,793000,987128,18
C6037,46,231185,843927,81,6,31,798,53,3,65322,956365,74
C6038,55,135903,1190846,111,5,36,874,14,7,797668,112833,107
C6039,54,120865,1688095,119,5,102,634,63,8,226503,914709,118
C6040,55,35943,1313904,91,12,7,681,40,5,102302,295635,82
C6041,60,189084,1360112,96,6,36,688,57,2,249565,726248,93
C6042,36,226180,105369,109,11,75,570,35,11,528691,196958,99
C6043,58,172322,1354385,115,7,38,720,81,2,770254,1380345,105
C6044,33,154459,770632,49,11,25,559,80,8,981397,514311,38
C6045,43,107169,211899,110,3,33,632,91,11,778413,1280374,107
C6046,42,69053,1384787,108,13,8,844,46,4,869431,23523,104
C6047,36,195460,1098278,19,12,72,702,32,6,538572,1046849,15
C6048,48,247779,788994,87,3,107,662,61,5,599401,1428515,78
C6049,55,227477,1192426,50,7,5,642,61,3,559173,121717,40
C6050,28,96507,456304,71,3,35,613,37,8,26000,1439608,60
C6051,64,205734,1371696,71,7,49,684,75,1,957443,660025,67
C6052,42,86311,1429432,67,2,85,711,45,6,164618,1275218,55
C6053,41,104493,475341,29,8,75,861,91,10,138205,1172018,26
C6054,46,227576,1456547,59,14,56,617,63,8,320393,431832,49
C6055,60,242861,1735580,115,9,117,697,18,7,246367,298396,107
C6056,41,247549,1582106,32,14,48,666,34,0,666899,45117,24
C6057,45,212729,872098,67,6,54,769,45,9,998272,1300717,64
C6058,61,229255,1388868,102,14,40,595,23,8,883596,1428673,101
C6059,21,181571,1968192,23,13,25,664,19,1,538358,364598,21
C6060,26,56785,777839,17,2,27,893,18,4,907199,1272251,13
C6061,43,106993,450066,42,12,81,714,12,0,237047,622435,37
C6062,43,99536,688323,109,9,110,854,12,8,861661,247950,97
C6063,63,208102,98332,82,12,38,687,19,1,708864,954373,79
C6064,63,193981,1207531,72,5,104,846,61,5,431707,804355,69
C6065,43,59894,1845285,106,14,73,682,34,3,650471,979632,95
C6066,52,152210,1260808,79,4,104,731,32,4,954897,258779,67
C6067,50,109124,706914,68,7,35,727,20,9,552264,760220,64
C6068,33,97006,946670,72,11,16,719,31,4,611196,973165,66
